video,label,n_frames,mean_snr_db,mean_bpm,bpm_agreement,snr_chrom,snr_pos,bpm_chrom,bpm_pos
000_003.mp4,fake,198,14.070792030222751,56.81818181818182,22.727272727272734,23.290534741807157,4.851049318638346,68.18181818181819,45.45454545454545
001_870.mp4,fake,230,16.202813612035648,54.78260869565217,15.652173913043484,24.874511577324355,7.531115646746943,46.95652173913043,62.608695652173914
002_006.mp4,fake,300,19.123530083973534,60.0,0.0,27.250453699990747,10.99660646795632,60.0,60.0
003_000.mp4,fake,152,18.90119686736556,76.97368421052632,0.0,22.676151548969827,15.126242185761292,76.97368421052632,76.97368421052632
004_982.mp4,fake,155,19.465420565441846,46.45161290322581,0.0,28.084374654466615,10.846466476417078,46.45161290322581,46.45161290322581
005_010.mp4,fake,193,21.910309502740027,67.61658031088083,13.989637305699475,27.69351736900612,16.12710163647393,74.61139896373057,60.62176165803109
006_002.mp4,fake,155,14.531430842373874,55.16129032258064,17.419354838709673,22.236594850268286,6.826266834479461,63.87096774193548,46.45161290322581
007_132.mp4,fake,253,18.164685408710618,60.47430830039526,35.573122529644266,25.252075145339003,11.077295672082235,78.26086956521739,42.687747035573125
008_990.mp4,fake,300,16.35446385013564,126.0,30.0,24.727176759608014,7.98175094066327,111.0,141.0
009_027.mp4,fake,294,15.916954081387583,97.95918367346937,30.612244897959172,22.837302430809817,8.996605731965348,113.26530612244896,82.65306122448979
010_005.mp4,fake,237,14.702465233455033,87.34177215189874,68.35443037974684,22.518365382588197,6.8865650843218695,53.16455696202532,121.51898734177216
011_805.mp4,fake,300,16.6226976617746,64.5,39.000000000000014,24.81136115221237,8.434034171336826,84.00000000000001,45.0
012_026.mp4,fake,182,17.702099500333013,49.450549450549445,0.0,26.217060931742274,9.187138068923755,49.450549450549445,49.450549450549445
013_883.mp4,fake,166,12.946053109140035,78.6144578313253,70.48192771084338,19.82537614476538,6.066730073514691,113.855421686747,43.373493975903614
014_790.mp4,fake,300,15.420490190087786,55.5,15.0,22.726350722021273,8.1146296581543,63.0,48.0
015_919.mp4,fake,219,16.017168707709615,90.41095890410958,24.657534246575338,24.577491763587396,7.456845651831831,102.73972602739725,78.08219178082192
016_209.mp4,fake,300,14.690337120548325,61.5,8.999999999999993,22.359270984814266,7.021403256282383,66.0,57.00000000000001
017_803.mp4,fake,199,19.0437344482419,61.05527638190955,4.522613065326631,25.69530514676865,12.39216374971515,58.79396984924624,63.31658291457287
018_019.mp4,fake,216,16.137940297711914,58.33333333333334,0.0,25.747587461331666,6.528293134092165,58.33333333333334,58.33333333333334
019_018.mp4,fake,300,16.211437074566756,49.5,3.000000000000007,24.739976290763266,7.682897858370245,48.0,51.00000000000001
020_344.mp4,fake,195,16.55222711483198,69.23076923076923,27.692307692307693,21.87672253880521,11.227731690858743,83.07692307692308,55.38461538461539
021_312.mp4,fake,216,16.251282734946543,50.0,0.0,20.320686883166303,12.18187858672678,50.0,50.0
022_489.mp4,fake,163,12.79980962429022,60.736196319018404,0.0,16.93557258811302,8.664046660467422,60.736196319018404,60.736196319018404
023_923.mp4,fake,277,19.71992105032512,55.234657039711195,0.0,30.399745295258747,9.040096805391496,55.234657039711195,55.234657039711195
024_073.mp4,fake,153,15.075176143760967,55.88235294117648,17.64705882352942,20.478726106499536,9.671626181022397,64.70588235294119,47.05882352941177
025_067.mp4,fake,300,16.987166381962943,90.0,0.0,24.88545025960971,9.088882504316175,90.0,90.0
026_012.mp4,fake,161,13.912765026739564,55.900621118012424,22.360248447204974,19.83425222540773,7.991277828071395,67.08074534161491,44.72049689440994
027_009.mp4,fake,158,18.44789873756514,56.9620253164557,0.0,28.285909446712235,8.609888028418041,56.9620253164557,56.9620253164557
028_068.mp4,fake,217,17.993965221036657,64.28571428571429,4.147465437788021,25.370157347164387,10.617773094908927,66.3594470046083,62.21198156682028
029_048.mp4,fake,208,16.111018179617375,82.21153846153845,69.23076923076923,25.655352085461054,6.566684273773698,116.82692307692307,47.59615384615385
030_193.mp4,fake,149,17.182091400453324,151.00671140939596,0.0,26.10949625203144,8.25468654887521,151.00671140939596,151.00671140939596
031_163.mp4,fake,241,14.194915090327347,69.08713692946058,33.609958506224075,18.960629404155263,9.429200776499432,52.28215767634855,85.89211618257262
032_944.mp4,fake,155,13.164363690919801,58.064516129032256,23.225806451612897,16.06345408852065,10.265273293318952,69.6774193548387,46.45161290322581
033_097.mp4,fake,300,13.050104361321516,60.0,5.999999999999993,18.7302127718026,7.369995950840435,57.00000000000001,63.0
034_590.mp4,fake,204,10.909423721136687,72.79411764705883,57.35294117647058,16.020081921910897,5.798765520362476,101.47058823529412,44.117647058823536
035_036.mp4,fake,212,15.695711836662632,61.55660377358491,21.22641509433962,22.73614371261314,8.655279960712123,50.943396226415096,72.16981132075472
036_035.mp4,fake,169,19.51052302440199,74.55621301775149,0.0,26.001101879222134,13.019944169581848,74.55621301775149,74.55621301775149
037_072.mp4,fake,227,17.736745307748535,55.50660792951542,23.788546255506603,24.872682064232063,10.600808551265004,67.40088105726872,43.61233480176212
038_125.mp4,fake,153,17.199739565061353,47.05882352941177,0.0,23.714533241850745,10.684945888271963,47.05882352941177,47.05882352941177
